FACTION,COMMANDER,ASSAULT OBJECTIVE,DEFENSE OBJECTIVE,NAVIGATION OBJECTIVE,FLAGSHIP,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #2,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #3,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #4,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #5,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #6,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #7,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #8,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,UPGRADE,SHIP #9,UPGRADE,UPGRADE,SHIP TOTAL,SQUADRON #1,SQUADRON #2,SQUADRON #3,SQUADRON #4,SQUADRON #5,SQUADRON #6,SQUADRON #7,SQUADRON #8,SQUADRON #9,SQUADRON #10,SQUADRON #11,SQUADRON #12,SQUADRON #13,SQUADRON #14,SQUADRON #15,SQUADRON #16,SQUADRON #17,SQUADRON #18,SQUADRON TOTAL,LIST TOTAL,
Empire,Admiral Motti,,,,ISD 2,Relentless,Director Krennic,Gunnery Team,"Early Warning
System",Point Defense Ion Cannons,Spinal Armament,,,,,,"Onager Star 
Destroyer",Cataclysm,Governor Pryce,Veteran Gunners,"Gunnery Chief 
Varnillian","Linked Turbolaser
Towers","Orbital Bombardment
Particle Cannons",,,,"Gozanti
Cruisers","Darth Vader 
(Officer)",Disposable Capacitors,Comms Net,,,,,"Gozanti
Cruisers",Suppressor,Hondo Ohnaka,Disposable Capacitors,Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,0,400,
Rebel,General Dodonna,,,,"Pelta
Command",Toryn Farr,"Fighter Coordination 
Team",,,,,,,,,,"MC30c
Torpedo",Ordnance Experts,Rapid Reload,,,,,,,,"MC30c
Torpedo",Ordnance Experts,Rapid Reload,,,,,,"GR-75 Medium
Transports",Bright Hope,Boosted Comms,"Bomber Command 
Center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,"Moldy Crow 
(Jan Ors)",B-wing,B-wing,B-wing,B-wing,X-wing,X-wing,X-wing,Z-95,Z-95,,,,,,,,,128,400,
Rebel,Admiral Ackbar,,,,"Assault Frigate
Mk2B",Intel Officer,"Caitken and 
Shollan","Reserve
Hangar Deck","Electronic 
Countermeasures",Slaved Turrets,,,,,,,"MC30c
Scout",Foresight,Intel Officer,Veteran Gunners,External Racks,"Turbolaser Reroute 
Circuits",,,,,CR90-A,Jaina's Light,Ezra Bridger,"Turbolaser Reroute 
Circuits",,,,,"GR-75 Medium
Transports",Ahsoka Tano (reb),Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,"Millennium Falcon 
(Lando Calrissian)","Shadow Caster 
(Ketsu Onyo)","A-wing (Tycho 
Celchu)",Z-95,Z-95,Z-95,,,,,,,,,,,,,82,400,
Separatist,Admiral Trench,,,,"Recusant-class 
Support Destroyer",Nova Defiant,Rune Haako,Flight Controllers,Boosted Comms,"Reserve
Hangar Deck","Linked Turbolaser
Towers",,,,,,"Recusant-class 
Support Destroyer",Patriot Fist,Tikkes,Flight Controllers,Boosted Comms,"Reserve
Hangar Deck","Linked Turbolaser
Towers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,"Belbullab-22
(Wat Tambor)","Droid Tri-Fighter
(Phlac-Arphocc)","Vulture Fighter
(DFS-311)",Vulture Fighter,Vulture Fighter,Vulture Fighter,Hyena Bomber,Hyena Bomber,Hyena Bomber,Hyena Bomber,,,,,,,,,123,395,
Empire,Admiral Sloane,,,,"Quasar
Fire 1",Squall,Flight Controllers,Boosted Comms,"Expanded 
Hangar Bay",,,,,,,,Gladiator 1,Demolisher,Admiral Montferrat,Ordnance Experts,External Racks,,,,,,Raider 1,Corvus,"Darth Vader 
(Boarding)",,,,,,"Gozanti
Cruisers",Commander Woldar,Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Defender 
(Maarek Stele)",YV-666 (Moralo Eval),"JumpMaster 5000
(Tel Trevura)","TIE Fighter 
(Black Squadron)","Lambda-class 
Shuttle","Lambda-class 
Shuttle","Lambda-class 
Shuttle",,,,,,,,,,,134,387,
Separatist,Mar Tuuk,Ion Storm,"Abandoned Mining
Facility",Doomed Station,"Munificent-class
Star Frigate",Sa Nalaor,Wat Tambor,Projection Experts,Thermal Shields,Point Defense Ion Cannons,"Linked Turbolaser
Towers",,,,,,"Recusant-class 
Light Destroyer",Patriot Fist,Shu Mai,Veteran Gunners,"Assault Proton 
Torpedoes",Swivel-Mount Batteries,,,,,"Munificent-class
Star Frigate",Projection Experts,Thermal Shields,Point Defense Ion Cannons,"Linked Turbolaser
Towers",,,,"Hardcell-class
Transport",Beast of Burden,Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,0,400,
Empire,Admiral Motti,,,,ISD 2,Chimera,Director Krennic,Gunnery Team,"Early Warning
System",Point Defense Ion Cannons,Spinal Armament,"Entrapment 
Formation!",,,,,Onager Testbed,Cataclysm,Governor Pryce,Veteran Gunners,Sensor Team,Engine Techs,"Orbital Bombardment
Particle Cannons",,,,"Gozanti
Cruisers","Darth Vader 
(Officer)",Comms Net,,,,,,"Gozanti
Cruisers",Hondo Ohnaka,Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,,,,,,,,,,,,,,,,,,,0,392,
Rebel,Commander Sato,,,,"MC30c
Scout",Foresight,Expert Shield Tech,Ordnance Experts,"Assault Proton 
Torpedoes",,,,,,,,"Hammerhead
Torpedo","Task Force
Organa",Ordnance Experts,Disposable Capacitors,"Assault Proton 
Torpedoes",,,,,,"Hammerhead
Torpedo","Task Force
Organa",Ordnance Experts,Disposable Capacitors,"Assault Proton 
Torpedoes",,,,"Hammerhead
Torpedo","Task Force
Organa",Ordnance Experts,Disposable Capacitors,"Assault Proton 
Torpedoes",,,"GR-75 Medium
Transports",Bright Hope,Boosted Comms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,"X-wing (Hera 
Syndula)","X-wing (Biggs 
Darklighter)","Mandalorian Gauntlet
(Fenn Rau)","A-wing (Tycho 
Celchu)",X-wing,X-wing,,,,,,,,,,,,,108,393,
Empire,Admiral Sloane,,,,ISD 1,Relentless,Minister Tua,Boarding Troopers,"Electronic 
Countermeasures","Reserve
Hangar Deck",Leading Shots,,,,,,"Quasar
Fire 1",Squall,Hondo Ohnaka,Flight Controllers,"Expanded 
Hangar Bay",Boosted Comms,,,,,"Gozanti
Cruisers","Darth Vader 
(Officer)","Reserve
Hangar Deck",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Defender 
(Maarek Stele)","TIE Fighter 
(Howlrunner)","TIE Interceptor 
(Saber Squadron)","TIE Fighter 
(Black Squadron)",TIE Fighter,TIE Interceptor,TIE Interceptor,TIE Interceptor,"Lambda-class 
Shuttle",,,,,,,,,134,395,
Empire,Admiral Motti,Advanced Gunnery,Fleet in Being,Volatile Deposits,ISD Cymoon,Minister Tua,Veteran Gunners,"Electronic 
Countermeasures",XI7 Turbolasers,Spinal Armament,"Intensify
Firepower",,,,,,ISD Kuat,Governor Pryce,Gunnery Team,"Electronic 
Countermeasures",Leading Shots,"Assault Proton 
Torpedoes",,,,,"Gozanti
Cruisers",Comms Net,,,,,,,"Gozanti
Cruisers",Hondo Ohnaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,"TIE Interceptor
(Vult Skerris)","TIE Interceptor 
(Ciena Ree)",,,,,,,,,,,,,,,,,35,399,
Republic,Luminara Unduli,Targeting Beacons,Fleet in Being,Infested Fields,Venator 2,Tranquility,Flight Commander,Local Fire Control,Flak Guns,Thermal Shields,Ordnance Pods,DBY-827 Heavy Turbolasers,,,,,Venator 2,Flight Commander,Local Fire Control,Flak Guns,Thermal Shields,Ordnance Pods,DBY-827 Heavy Turbolasers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,"Delta-7
(Anakin Skywalker)","V-19
(Axe)","BTL-B Y-Wing
(Matchstick)",V-19,V-19,V-19,BTL-B Y-Wing,BTL-B Y-Wing,BTL-B Y-Wing,,,,,,,,,,123,397,
Empire,Admiral Sloane,Advanced Gunnery,Fighter Ambush,Superior Positions,ISD 2,Captain Needa,"Reserve
Hangar Deck","Electronic 
Countermeasures","Linked Turbolaser
Towers",SW-7 Ion Batteries,,,,,,,"Quasar
Fire 1",Squall,Skilled First Officer,Flight Controllers,"Expanded 
Hangar Bay",Boosted Comms,,,,,"Gozanti
Cruisers","Reserve
Hangar Deck",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Defender 
(Maarek Stele)","TIE Defender 
(Darth Vader)","TIE Fighter 
(Howlrunner)","TIE Interceptor 
(Saber Squadron)",TIE Interceptor,TIE Interceptor,TIE Interceptor,,,,,,,,,,,127,396,
Empire,Moff Jerjerrod,Most Wanted,Fleet Ambush,Dangerous Territory,"Star Dreadnought
Assault Prototype",Ravager,"Admiral Ozzel
(Officer)",Director Krennic,Governor Pryce,Gunnery Team,"Point Defense 
Reroute",Quad Laser Turrets,"Heavy Ion
Emplacements",SW-7 Ion Batteries,"Quad Battery 
Turrets","Linked Turbolaser
Towers","Gozanti
Cruisers",Hondo Ohnaka,Comms Net,,,,,,,,"Gozanti
Cruisers","Darth Vader 
(Officer)",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,0,390,
Rebel,General Cracken,Most Wanted,Capture the VIP,Intel Sweep,"MC30c
Torpedo",Foresight,Expert Shield Tech,Ordnance Experts,"Electronic 
Countermeasures",External Racks,H9 Turbolasers,,,,,,CR90-A,Jaina's Light,Ezra Bridger,"Turbolaser Reroute 
Circuits",,,,,,,CR90-A,"Turbolaser Reroute 
Circuits",,,,,,,"GR-75 Medium
Transports",Adar Tallon,,,,,,"GR-75 Medium
Transports",Bright Hope,Toryn Farr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,"Ghost (Hera 
Syndulla)","Millennium Falcon 
(Lando Calrissian)",A-wing (Shara Bey),"Y-wing (Dutch 
Vander)","Y-wing (Gold 
Squadron)",VCX-100 Freighter,,,,,,,,,,,,,111,398,
Rebel,Admiral Raddus,Most Wanted,Contested Outpost,Solar Corona,"MC75 Armored
Cruiser",Profundity,"Caitken and 
Shollan","Electronic 
Countermeasures",Ordnance Pods,Point Defense Ion Cannons,"Linked Turbolaser
Towers",,,,,,"MC75 Armored
Cruiser",Aspiration,Walex Blissex,Ordnance Experts,"Hardened 
Bulkheads","Electronic 
Countermeasures",Ordnance Pods,Point Defense Ion Cannons,"Linked Turbolaser
Towers",,"Hammerhead
Torpedo",Ordnance Experts,External Racks,,,,,,"GR-75 Medium
Transports",Bright Hope,Ahsoka Tano (reb),Comms Net,,,,"GR-75 Medium
Transports",Hondo Ohnaka,Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,,,,,,,,,,,,,,,,,,,0,397,
Separatist,Mar Tuuk,Most Wanted,Planetary Ion Cannon,Infested Fields,"Providence-class 
Carrier",Rune Haako,"Reinforced 
Blast Doors","Intensify
Firepower",,,,,,,,,"Recusant-class 
Light Destroyer",Patriot Fist,Shu Mai,Ordnance Experts,"Assault Proton 
Torpedoes",Swivel-Mount Batteries,,,,,"Hardcell-class
Transport",Beast of Burden,Munitions Resupply,,,,,,"Hardcell-class
Transport",Hondo Ohnaka,Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,Vulture Fighter,Vulture Fighter,Vulture Fighter,Vulture Fighter,,,,,,,,,,,,,,,32,399,
Rebel,General Madine,Advanced Gunnery,Fleet in Being,Solar Corona,"MC80 Star
Cruiser",Mon Karren,"Caitken and 
Shollan",Engine Techs,"Heavy Ion
Emplacements",Spinal Armament,XI7 Turbolasers,,,,,,"MC30c
Torpedo",Ordnance Experts,Advanced Projectors,External Racks,H9 Turbolasers,,,,,,"MC30c
Torpedo",Ordnance Experts,Advanced Projectors,External Racks,H9 Turbolasers,,,,"GR-75 Medium
Transports",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,A-wing (Shara Bey),"A-wing (Tycho 
Celchu)",,,,,,,,,,,,,,,,,33,393,
Rebel,Admiral Ackbar,Opening Salvo,Planetary Ion Cannon,Minefields,"MC80 Assault
Cruiser",Defiance,Ahsoka Tano (reb),Leading Shots,XI7 Turbolasers,,,,,,,,"Assault Frigate
Mk2B","Caitken and 
Shollan","Electronic 
Countermeasures",Slaved Turrets,,,,,,,"MC30c
Scout",Foresight,"Turbolaser Reroute 
Circuits",,,,,,CR90-A,Jaina's Light,"Turbolaser Reroute 
Circuits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,,,,,,,,,,,,,,,0,399,
Empire,General Romodi,Targeting Beacons,Rift Ambush,Dangerous Territory,Onager Testbed,Admiral Titus,Veteran Gunners,"Orbital Bombardment
Particle Cannons",,,,,,,,,"Interdictor
Suppression",Captain Needa,"Auxiliary 
Shield Teams",Disposable Capacitors,Grav Shift Reroute,"G7-X Grav Well 
Projector",,,,,"Gozanti
Cruisers","Darth Vader 
(Officer)",Boosted Comms,,,,,,"Gozanti
Cruisers",Boosted Comms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Defender 
(Maarek Stele)","TIE Interceptor 
(Ciena Ree)","TIE Fighter 
(Valen Rudor)","TIE Advanced 
(Tempest Squadron)",,,,,,,,,,,,,,84,397,
Empire,General Romodi,Most Wanted,Asteroid Tactics,Infested Fields,"Interdictor
Suppression",Captain Needa,Disposable Capacitors,Point Defense Ion Cannons,Grav Shift Reroute,"G7-X Grav Well 
Projector",,,,,,,Onager Testbed,Governor Pryce,Sensor Team,Veteran Gunners,"Orbital Bombardment
Particle Cannons",,,,,,"Gozanti
Cruisers","Darth Vader 
(Officer)",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Defender 
(Maarek Stele)","TIE Fighter 
(Mauler Mithel)","Slave I 
(Hondo Ohnaka)","TIE Interceptor 
(Saber Squadron)","TIE Fighter 
(Black Squadron)",,,,,,,,,,,,,101,396,
Rebel,Krysta Agate,Most Wanted,Contested Outpost,Hyperspace Migration,"Assault Frigate
Mk2B",Paragon,Walex Blissex,Boarding Troopers,Reactive Gunnery,"Linked Turbolaser
Towers",,,,,,,"MC30c
Torpedo",Foresight,Lando Calrissian,Ordnance Experts,External Racks,H9 Turbolasers,,,,,"MC30c
Torpedo",Admonition,Skilled First Officer,Ordnance Experts,Advanced Projectors,External Racks,H9 Turbolasers,,"GR-75 Medium
Transports",Parts Resupply,,,,,,"GR-75 Medium
Transports",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,A-wing (Shara Bey),"A-wing (Tycho 
Celchu)","Sato's Hammer
(Mart Mattin)",,,,,,,,,,,,,,,,55,400,
Empire,Admiral Sloane,,,,ISD Kuat,"Emperor Palpatine
(Officer)","Reserve
Hangar Deck","Electronic 
Countermeasures",External Racks,Leading Shots,,,,,,,"Quasar
Fire 1",Squall,Minister Tua,Flight Controllers,"Electronic 
Countermeasures",Boosted Comms,"Expanded 
Hangar Bay",,,,"Gozanti
Cruisers",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,"TIE Interceptor 
(Soontir Fel)","TIE Fighter 
(Howlrunner)","Punishing One 
(Dengar)","TIE Fighter 
(Black Squadron)",TIE Advanced,TIE Fighter,Firespray-31,Firespray-31,,,,,,,,,,,119,384,
Rebel,General Draven,Surprise Attack,Contested Outpost,Doomed Station,Providence (Reb),Captain Rex,Flight Commander,Flight Controllers,"Expanded 
Hangar Bay",Jyn Erso,"Fighter Coordination 
Team","Auxiliary 
Shield Teams",,,,,"Pelta
Command",Phoenix Home,Raymus Antilles,Wedge Antilles (Officer),Projection Experts,"Reserve
Hangar Deck",Shields to Maximum!,,,,"GR-75 Medium
Transports",Bright Hope,"Reserve
Hangar Deck",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,"Mandalorian Gauntlet
(Fenn Rau)","HWK-290
(Kanan Jarrus)","Moldy Crow 
(Jan Ors)","B-wing (Dagger 
Squadron)",B-wing,B-wing,B-wing,Z-95,Z-95,,,,,,,,,,133,399,
Separatist,Admiral Trench,Surprise Attack,Planetary Ion Cannon,Superior Positions,"Munificent-class
Star Frigate",Sa Nalaor,Tikkes,Thermal Shields,Engine Techs,"Linked Turbolaser
Towers",,,,,,,"Recusant-class 
Support Destroyer",Patriot Fist,Rune Haako,Flight Controllers,"Expanded 
Hangar Bay","Reserve
Hangar Deck","Linked Turbolaser
Towers",,,,Gozanti (CIS),Flight Commander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,"Belbullab-22
(Wat Tambor)","Hyena Bomber
(Baktoid-Prototype)",Vulture Fighter,Vulture Fighter,Vulture Fighter,Vulture Fighter,Hyena Bomber,Hyena Bomber,Hyena Bomber,Hyena Bomber,,,,,,,,,110,397,
Separatist,TF-1726,Surprise Attack,Contested Outpost,Solar Corona,"Providence-class 
Carrier",Intel Officer,Thermal Shields,B2 Rocket Troopers,External Racks,Leading Shots,Jedi Hostage,,,,,,"Recusant-class 
Light Destroyer",Patriot Fist,Ordnance Experts,B2 Rocket Troopers,"Assault Proton 
Torpedoes",XI7 Turbolasers,,,,,"Hardcell-class
Battle Refit",B2 Rocket Troopers,"Linked Turbolaser
Towers",,,,,,"Hardcell-class
Battle Refit",B2 Rocket Troopers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,0,400,
Empire,General Romodi,Advanced Gunnery,Fire Lanes,Intel Sweep,ISD Kuat,Sovereign,"Emperor Palpatine
(Officer)",Ordnance Experts,Quad Laser Turrets,Redundant Shields,"Assault Proton 
Torpedoes",Leading Shots,,,,,ISD Kuat,Governor Pryce,Ordnance Experts,Quad Laser Turrets,Redundant Shields,"Assault Concussion 
Missiles",Leading Shots,,,,"Arquitens
Command Cruiser",Hand of Justice,Admiral Titus,Projection Experts,Redundant Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,0,400,
Empire,Admiral Motti,Most Wanted,Contested Outpost,Solar Corona,ISD 2,Expert Shield Tech,Gunnery Team,Quad Laser Turrets,"Electronic 
Countermeasures",Point Defense Ion Cannons,"Linked Turbolaser
Towers",,,,,,ISD 2,Expert Shield Tech,Gunnery Team,Quad Laser Turrets,"Electronic 
Countermeasures",Point Defense Ion Cannons,"Linked Turbolaser
Towers",,,,"Gozanti
Cruisers",Comms Net,,,,,,,"Gozanti
Cruisers",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,"TIE Fighter 
(Mauler Mithel)",,,,,,,,,,,,,,,,,,15,399,
Empire,Moff Jerjerrod,Surprise Attack,Asteroid Tactics,Solar Corona,"Star Dreadnought
Assault Prototype",Ravager,"Emperor Palpatine
(Officer)",Commander Vanto,Governor Pryce,Gunnery Team,"Point Defense 
Reroute",Quad Laser Turrets,Leading Shots,"Quad Turbolaser 
Cannons",XI7 Turbolasers,,"Arquitens
Command Cruiser",Projection Experts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,,,,,,,,,,,,,,,,,,,0,398,
Rebel,General Dodonna,Surprise Attack,Contested Outpost,Superior Positions,Starhawk 1,Concord,"Krysta Agate
(Officer)","Caitken and 
Shollan",Flak Guns,Leading Shots,DBY-827 Heavy Turbolasers,,,,,,Providence (Reb),Lando Calrissian,Intel Officer,Fire Control Team,Ordnance Experts,Nav Team,,,,,"GR-75 Medium
Transports",Comms Net,,,,,,,"GR-75 Medium
Transports",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,Z-95,Z-95,Z-95,Z-95,Z-95,Z-95,Z-95,,,,,,,,,,,,49,400,
Empire,Admiral Piett,,,,"Star Dreadnought
Assault Prototype",Ravager,Expert Shield Tech,Intel Officer,Governor Pryce,Gunnery Team,"Point Defense 
Reroute",Quad Laser Turrets,"Heavy Ion
Emplacements","Quad Battery 
Turrets",XI7 Turbolasers,,"Gozanti
Cruisers","Darth Vader 
(Officer)",Comms Net,,,,,,,,"Gozanti
Cruisers",Repair Crews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,,,,,,,,,,,,,,,,,,,0,385,
Rebel,General Madine,Advanced Gunnery,Capture the VIP,Superior Positions,CR90-A,Jaina's Light,,,,,,,,,,,"MC80 Star
Cruiser",Endeavor,Raymus Antilles,"Caitken and 
Shollan",Engine Techs,SW-7 Ion Batteries,XX-9 Turbolasers,XI7 Turbolasers,,,CR90-B,Dodonna's Pride,,,,,,,"GR-75 Medium
Transports",,,,,,,"GR-75 Medium
Transports",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,YT-2400,YT-2400,YT-2400,YT-2400,YT-2400,"X-wing (Rogue 
Squadron)",,,,,,,,,,,,,94,388,
Rebel,Admiral Ackbar,Most Wanted,Contested Outpost,Solar Corona,"MC80 Assault
Cruiser",Home One,"Damage Control 
Officer",Engine Techs,Redundant Shields,"Electronic 
Countermeasures",Point Defense Ion Cannons,"Heavy Turbolaser 
Turrets",,,,,"MC75 Ordnance
Cruiser",Gunnery Team,Quad Laser Turrets,"Electronic 
Countermeasures",,,,,,,"GR-75 Medium
Transports",Bright Hope,Ezra Bridger,Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,A-wing (Shara Bey),"A-wing (Tycho 
Celchu)",A-wing,A-wing,,,,,,,,,,,,,,,55,396,
Empire,Darth Vader,Most Wanted,Contested Outpost,Dangerous Territory,ISD 2,"Seventh Fleet Star
Destroyer","Emperor Palpatine
(Officer)",Gunnery Team,"Hardened 
Bulkheads","Electronic 
Countermeasures",Point Defense Ion Cannons,XI7 Turbolasers,,,,,ISD 2,"Seventh Fleet Star
Destroyer",Intel Officer,Gunnery Team,"Hardened 
Bulkheads","Electronic 
Countermeasures",Point Defense Ion Cannons,XI7 Turbolasers,,,"Gozanti
Assault",Suppressor,Admiral Titus,Munitions Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,,,,,,,,,,,,,,,,,,,0,391,
Empire,Moff Jerjerrod,Most Wanted,Capture the VIP,Superior Positions,"Star Dreadnought
Command Prototype",Eclipse,"Admiral Ozzel
(Officer)",Flight Commander,Admiral Titus,Gunnery Team,"Rapid Launch 
Bays",Leading Shots,"Quad Battery 
Turrets",,,,"Gozanti
Assault",Comms Net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,"Lambda-class Shuttle 
(Colonel Jendon)","TIE Bomber 
(Major Rhymer)","Punishing One 
(Dengar)","Hound's Tooth 
(Bossk)",TIE Bomber,,,,,,,,,,,,,,88,395,
Rebel,General Rieekan,,,,"MC30c
Torpedo",Foresight,Expert Shield Tech,Ordnance Experts,"Electronic 
Countermeasures","Assault Proton 
Torpedoes",H9 Turbolasers,,,,,,CR90-B,MS-1 Ion Cannon,,,,,,,,,"Hammerhead
Torpedo",Garel's Honor,Shriv Suurgav,External Racks,,,,,"GR-75 Medium
Transports",Bright Hope,Adar Tallon,Boosted Comms,"Bomber Command 
Center",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,"Millennium Falcon 
(Lando Calrissian)",A-wing (Shara Bey),"Y-wing (Dutch 
Vander)","X-wing (Wedge 
Antilles)","A-wing (Green 
Squadron)","Y-wing (Gold 
Squadron)","X-wing (Rogue 
Squadron)","Lancer-class 
Pursuit Craft",,,,,,,,,,,128,394,
Republic,Admiral Yularen,,,,Venator 2,Tranquility,Clone Captain Silver,Flight Controllers,Boosted Comms,Thermal Shields,DBY-827 Heavy Turbolasers,,,,,,Pelta Transport,FB-88,Projection Experts,,,,,,,,Pelta Medical,"Fighter Coordination 
Team",Parts Resupply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,"Delta-7
(Anakin Skywalker)","Delta-7
(Ahsoka Tano)","V-19
(Kickback)",BTL-B Y-Wing,ARC-170,ARC-170,ARC-170,ARC-170,,,,,,,,,,,133,396,
Separatist,General Grievous,,,,"Providence-class 
Carrier",Invincible,Passel Argente,"Reinforced 
Blast Doors",Thermal Shields,"Reserve
Hangar Deck",External Racks,Point Defense Ion Cannons,DBY-827 Heavy Turbolasers,,,,"Recusant-class 
Light Destroyer",Gilded Aegis,Rune Haako,Ordnance Experts,"Reserve
Hangar Deck",External Racks,"Turbolaser Reroute 
Circuits",,,,Gozanti (CIS),Tikkes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,"Hyena Bomber
(DBS-404)",Droid Tri-Fighter,Vulture Fighter,Vulture Fighter,Vulture Fighter,Vulture Fighter,Vulture Fighter,Vulture Fighter,Hyena Bomber,Hyena Bomber,,,,,,,,,98,399,
Republic,Admiral Yularen,,,,Pelta Medical,Clone Navigation Officer,"Fighter Coordination 
Team",Boosted Comms,,,,,,,,,Pelta Medical,Clone Navigation Officer,"Fighter Coordination 
Team",Boosted Comms,"Bomber Command 
Center",,,,,,Pelta Medical,"Fighter Coordination 
Team",Parts Resupply,,,,,,Pelta Transport,TB-73,"Fighter Coordination 
Team",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,"Delta-7
(Anakin Skywalker)","V-19
(Axe)","Delta-7
(Ahsoka Tano)",BTL-B Y-Wing,ARC-170,ARC-170,ARC-170,ARC-170,,,,,,,,,,,134,394,
Separatist,Admiral Trench,,,,"Providence-class 
Dreadnought",Invincible,Tikkes,Flight Controllers,Thermal Shields,Boosted Comms,Point Defense Ion Cannons,"Linked Turbolaser
Towers","Quad Battery 
Turrets",,,,"Hardcell-class
Transport",Beast of Burden,"Bomber Command 
Center",,,,,,,,Gozanti (CIS),Hondo Ohnaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,"Belbullab-22
(Wat Tambor)","Vulture Fighter
(DFS-311)","Droid Tri-Fighter
(DIS-T81)","Hyena Bomber
(DBS-404)",Vulture Fighter,Vulture Fighter,Vulture Fighter,Hyena Bomber,Hyena Bomber,Hyena Bomber,,,,,,,,,127,396,
