ship_name,upgrade_name,frequency
Imperial I (110),Admiral Ozzel (20),158
Imperial I (110),Point Defense Ion Cannons (4)!,448
Imperial I (110),Early Warning System (7),50
Imperial I (110),Commander Vanto (7),62
Imperial I (110),Point Defense Ion Cannons (6),31
Imperial I (110),Entrapment Formation! (5),67
Imperial I (110),Heavy Turbolaser Turrets (4),11
Imperial I (110),Skilled First Officer (1),38
Imperial I (110),Veteran Gunners (5),35
Imperial I (110),Darth Vader (4),5
Imperial I (110),Heavy Ion Emplacements (9),43
Imperial I (110),H9 Turbolasers (8),57
Imperial I (110),Intel Officer (7),45
Imperial I (110),Flight Commander (3),39
Imperial I (110),Admiral Titus (2),18
Imperial I (110),Reserve Hangar Deck (3)!,264
Imperial I (110),Commandant Aresko (7),4
Imperial I (110),Sovereign (4),107
Imperial I (110),Leading Shots (6)!,266
Imperial I (110),Ordnance Experts (4),132
Imperial I (110),Expert Shield Tech (5),49
Imperial I (110),Seventh Fleet Star Destroyer (5),98
Imperial I (110),Commander Woldar (4),11
Imperial I (110),XX-9 Turbolasers (5)!,54
Imperial I (110),Governor Pryce (7)!,29
Imperial I (110),Captain Needa (2),76
Imperial I (110),Turbolaser Reroute Circuits (7),15
Imperial I (110),Heavy Turbolaser Turrets (6)!,33
Imperial I (110),Reinforced Blast Doors (5),16
Imperial I (110),Admiral Montferrat (5),9
Imperial I (110),Dual Turbolaser Turrets (5)!,18
Imperial I (110),Boarding Engineers (2),13
Imperial I (110),NK-7 Ion Cannons (10)!,22
Imperial I (110),Quad Turbolaser Cannons (10),10
Imperial I (110),Admiral Ozzel (2),12
Imperial I (110),Instructor Goran (7),36
Imperial I (110),Overload Pulse (8)!,45
Imperial I (110),General Romodi (20)!,7
Imperial I (110),Avenger (5),59
Imperial I (110),Heavy Fire Zone (4)!,12
Imperial I (110),Take Evasive Action! (6),9
Imperial I (110),Advanced Projectors (6),12
Imperial I (110),Hondo Ohnaka (2),14
Imperial I (110),Darth Vader (1)!,11
Imperial I (110),Redundant Shields (8),2
Imperial I (110),MS-1 Ion Cannons (2),21
Imperial I (110),Director Krennic (8),7
Imperial I (110),Point-Defense Reroute (5),12
Imperial I (110),Enhanced Armament (10),13
Imperial I (110),Veteran Captain (3)!,8
Imperial I (110),Damage Control Officer (5)!,5
Imperial I (110),Slaved Turrets (6),1
Imperial I (110),Advanced Transponder Net (5),15
Imperial I (110),Tactical Expert (6),3
Imperial I (110),Fire-Control Team (2),4
Imperial I (110),High-Capacity Ion Turbines (8)!,8
Imperial I (110),Lira Wessex (2),6
Imperial I (110),Weapons Battery Techs (5)!,16
Imperial I (110),The Grand Inquisitor (4),5
Imperial I (110),Weapons Liaison (3),2
Imperial I (110),Ion Cannon Batteries (5),8
Imperial I (110),Gunnery Chief Varnillian (6),5
Imperial I (110),Wing Commander (6),13
Imperial I (110),Iden Versio (6),1
Imperial I (110),Chart Officer (2),5
Imperial I (110),Director Isard (3),3
Imperial I (110),Heavy Fire Zone (2),1
Imperial I (110),Navigation Officer (6),2
Imperial I (110),Support Officer (4)!,4
Imperial I (110),Defense Liaison (3),1
Pelta Medical Frigate (49),Fighter Coordination Team (3),1522
Pelta Medical Frigate (49),Hyperspace Rings (3),146
Pelta Medical Frigate (49),Expanded Hangar Bay (5),481
Pelta Medical Frigate (49),Clone Navigation Officer (4),1086
Pelta Medical Frigate (49),Boosted Comms (4),770
Pelta Medical Frigate (49),Hondo Ohnaka (2),133
Pelta Medical Frigate (49),Projection Experts (6),1175
Pelta Medical Frigate (49),Parts Resupply (3),855
Pelta Medical Frigate (49),Bomber Command Center (8),1131
Pelta Medical Frigate (49),Disposable Capacitors (3),67
Pelta Medical Frigate (49),TB-73 (5),654
Pelta Medical Frigate (49),Clone Commander Wolffe (6),23
Pelta Medical Frigate (49),Munitions Resupply (3),449
Pelta Medical Frigate (49),Expert Shield Tech (5),138
Pelta Medical Frigate (49),Proximity Mines (4),427
Pelta Medical Frigate (49),Auxiliary Shields Team (3),253
Pelta Medical Frigate (49),Engineering Team (3),2
Pelta Medical Frigate (49),Veteran Captain (2),6
Pelta Medical Frigate (49),FB-88 (4),177
Pelta Medical Frigate (49),Reserve Hangar Deck (4),25
Pelta Medical Frigate (49),Flight Commander (3),136
Pelta Medical Frigate (49),Chart Officer (2),7
Pelta Medical Frigate (49),Engine Techs (8),38
Pelta Medical Frigate (49),Jamming Field (2),16
Pelta Medical Frigate (49),Clone Captain Zak (5),13
Pelta Medical Frigate (49),Comms Net (2),364
Pelta Medical Frigate (49),Skilled First Officer (1),141
Pelta Medical Frigate (49),Wing Commander (6),9
Pelta Medical Frigate (49),Ahsoka Tano (6),36
Pelta Medical Frigate (49),Quad Laser Turrets (5),6
Pelta Medical Frigate (49),Repair Crews (3),9
Pelta Medical Frigate (49),Slicer Tools (7),19
Pelta Medical Frigate (49),Reserve Hangar Deck (3)!,300
Pelta Medical Frigate (49),Repair Crews (4)!,80
Pelta Medical Frigate (49),Adi GAllia (3),34
Pelta Medical Frigate (49),Veteran Captain (3)!,12
Pelta Medical Frigate (49),Engineering Team (5)!,10
Pelta Medical Frigate (49),Medical Team (1),12
Pelta Medical Frigate (49),Advanced Transponder Net (5),14
Pelta Medical Frigate (49),Nav Team (4),2
Pelta Medical Frigate (49),Engineering Captain (6),6
Pelta Medical Frigate (49),Barriss Offee (6),8
Pelta Medical Frigate (49),Rapid Launch Bays (6),7
Pelta Medical Frigate (49),Defense Liaison (3),3
Pelta Medical Frigate (49),Support Officer (4)!,1
Pelta Medical Frigate (49),Phylon Q7 Tractor Beams (6),2
Pelta Medical Frigate (49),Intel Officer (7),1
Pelta Medical Frigate (49),Clone Captain Silver (4),1
Pelta Medical Frigate (49),Point-Defense Reroute (5),1
MC80 Assault Cruiser (114)!,Ray Antilles (7),236
MC80 Assault Cruiser (114)!,Advanced Projectors (6),649
MC80 Assault Cruiser (114)!,Early Warning System (7),465
MC80 Assault Cruiser (114)!,Overload Pulse (8)!,57
MC80 Assault Cruiser (114)!,Slaved Turrets (6),26
MC80 Assault Cruiser (114)!,Home One (7)!,524
MC80 Assault Cruiser (114)!,Heavy Ion Emplacements (9),60
MC80 Assault Cruiser (114)!,Defiance (5),701
MC80 Assault Cruiser (114)!,Engine Techs (8),701
MC80 Assault Cruiser (114)!,Electronic Countermeasures (7),1060
MC80 Assault Cruiser (114)!,Point Defense Ion Cannons (4)!,462
MC80 Assault Cruiser (114)!,Quad Battery Turrets (5),296
MC80 Assault Cruiser (114)!,General Dodonna (20),66
MC80 Assault Cruiser (114)!,Redundant Shields (8),171
MC80 Assault Cruiser (114)!,Reinforced Blast Doors (5),474
MC80 Assault Cruiser (114)!,Tactical Expert (6),16
MC80 Assault Cruiser (114)!,Leading Shots (6)!,731
MC80 Assault Cruiser (114)!,Enhanced Armament (10),268
MC80 Assault Cruiser (114)!,Major Derlin (7),105
MC80 Assault Cruiser (114)!,Engineering Team (5)!,168
MC80 Assault Cruiser (114)!,Reactive Gunnery (4),468
MC80 Assault Cruiser (114)!,Engineering Captain (6),55
MC80 Assault Cruiser (114)!,Damage Control Officer (5)!,34
MC80 Assault Cruiser (114)!,Dual Turbolaser Turrets (5)!,17
MC80 Assault Cruiser (114)!,Mon Calamari Exodus Fleet (5),273
MC80 Assault Cruiser (114)!,Intel Officer (7),148
MC80 Assault Cruiser (114)!,H9 Turbolasers (8),45
MC80 Assault Cruiser (114)!,Walex Blissex (5),233
MC80 Assault Cruiser (114)!,Turbolaser Reroute Circuits (7),11
MC80 Assault Cruiser (114)!,Heavy Fire Zone (4)!,19
MC80 Assault Cruiser (114)!,Heavy Turbolaser Turrets (6)!,41
MC80 Assault Cruiser (114)!,Linked Turbolaser Towers (7),587
MC80 Assault Cruiser (114)!,Expert Shield Tech (5),269
MC80 Assault Cruiser (114)!,Projection Experts (6),194
MC80 Assault Cruiser (114)!,SW-7 Ion Batteries (5),50
MC80 Assault Cruiser (114)!,Hondo Ohnaka (2),22
MC80 Assault Cruiser (114)!,Ahsoka Tano (2),16
MC80 Assault Cruiser (114)!,Quad Turbolaser Cannons (10),26
MC80 Assault Cruiser (114)!,Lando Calrissian (4),54
MC80 Assault Cruiser (114)!,Skilled First Officer (1),21
MC80 Assault Cruiser (114)!,Nav Team (4),33
MC80 Assault Cruiser (114)!,XX-9 Turbolasers (5)!,33
MC80 Assault Cruiser (114)!,High-Capacity Ion Turbines (8)!,43
MC80 Assault Cruiser (114)!,XI7 Turbolasers (6),285
MC80 Assault Cruiser (114)!,DBY-827 Heavy Turbolasers (3),47
MC80 Assault Cruiser (114)!,Medical Team (1),53
MC80 Assault Cruiser (114)!,Captain Rex (5),3
MC80 Assault Cruiser (114)!,Kyrsta Agate (5),70
MC80 Assault Cruiser (114)!,Kyrsta Agate (20)!,152
MC80 Assault Cruiser (114)!,Auxiliary Shields Team (3),51
MC80 Assault Cruiser (114)!,NK-7 Ion Cannons (10)!,19
MC80 Assault Cruiser (114)!,Fighter Coordination Team (3),48
MC80 Assault Cruiser (114)!,Leia Organa (3),6
MC80 Assault Cruiser (114)!,Cluster Bombs (5),9
MC80 Assault Cruiser (114)!,Ion Cannon Batteries (5),6
MC80 Assault Cruiser (114)!,MS-1 Ion Cannons (2),16
MC80 Assault Cruiser (114)!,Toryn Farr (7),23
MC80 Assault Cruiser (114)!,Navigation Officer (6),11
MC80 Assault Cruiser (114)!,Spinal Armament (9),17
MC80 Assault Cruiser (114)!,Chart Officer (2),3
MC80 Assault Cruiser (114)!,Ezra Bridger (3),34
MC80 Assault Cruiser (114)!,Weapons Liaison (3),8
MC80 Assault Cruiser (114)!,Independence (8),12
MC80 Assault Cruiser (114)!,Veteran Captain (3)!,8
MC80 Assault Cruiser (114)!,Flight Commander (3),5
MC80 Assault Cruiser (114)!,General Draven (3),3
MC80 Assault Cruiser (114)!,Defense Liaison (3),4
MC80 Assault Cruiser (114)!,Support Officer (4)!,8
MC80 Assault Cruiser (114)!,Wing Commander (6),1
MC80 Assault Cruiser (114)!,Engineering Team (3),1
MC80 Assault Cruiser (114)!,Point Defense Ion Cannons (6),1
MC80 Assault Cruiser (114)!,Heavy Turbolaser Turrets (4),1
MC80 Assault Cruiser (114)!,Leading Shots (5),2
MC80 Assault Cruiser (114)!,Adar Tallon (10),4
MC80 Assault Cruiser (114)!,Wedge Antilles (4),1
MC80 Assault Cruiser (114)!,Strategic Adviser (4)!,1
Onager Testbed (116),Intel Officer (7),120
Onager Testbed (116),Veteran Gunners (5),602
Onager Testbed (116),Orbital Bombardment Particle Cannons (5),963
Onager Testbed (116),Rakehell (4),103
Onager Testbed (116),Captain Needa (2),30
Onager Testbed (116),Ordnance Experts (4),480
Onager Testbed (116),Sensor Team (5),209
Onager Testbed (116),Engine Techs (8),325
Onager Testbed (116),Nav Team (4),34
Onager Testbed (116),Commander Vanto (7),13
Onager Testbed (116),Gunnery Team (7),29
Onager Testbed (116),Engineering Team (3),4
Onager Testbed (116),Cataclysm (5),338
Onager Testbed (116),Governor Pryce (6),83
Onager Testbed (116),Gunnery Chief Varnillian (6),276
Onager Testbed (116),Medical Team (1),62
Onager Testbed (116),Admiral Ozzel (20),78
Onager Testbed (116),Skilled First Officer (1),20
Onager Testbed (116),Fire-Control Team (2),27
Onager Testbed (116),Admiral Ozzel (2),38
Onager Testbed (116),Auxiliary Shields Team (3),39
Onager Testbed (116),Admiral Titus (2),34
Onager Testbed (116),Hondo Ohnaka (2),14
Onager Testbed (116),Taskmaster Grint (5),2
Onager Testbed (116),Weapons Battery Techs (4),9
Onager Testbed (116),Fighter Coordination Team (3),4
Onager Testbed (116),Sunder (10),22
Onager Testbed (116),Superheavy Composite Beam Turbolasers (7),25
Onager Testbed (116),Governor Pryce (7)!,449
Onager Testbed (116),Captain Brunson (9),3
Onager Testbed (116),Lira Wessex (2),2
Onager Testbed (116),Weapons Battery Techs (5)!,20
Onager Testbed (116),Emperor Palpatine (3),14
Onager Testbed (116),Director Krennic (8),6
Onager Testbed (116),Minister Tua (2),16
Onager Testbed (116),Projection Experts (6),2
Onager Testbed (116),Wulff Yularen (7),12
Onager Testbed (116),Electronic Countermeasures (7),12
Onager Testbed (116),Engineering Team (5)!,9
Onager Testbed (116),Early Warning System (7),1
Onager Testbed (116),Instructor Goran (7),1
Onager Testbed (116),Reeva Demesne (4),1
Onager Testbed (116),Darth Vader (1)!,6
Onager Testbed (116),Commander Beck (3),3
Onager Testbed (116),Expert Shield Tech (5),2
Onager Testbed (116),Commandant Aresko (7),1
Onager Testbed (116),Reinforced Blast Doors (5),2
Hammerhead Scout Corvette (41),Disposable Capacitors (3),270
Hammerhead Scout Corvette (41),Dual Turbolaser Turrets (4),31
Hammerhead Scout Corvette (41),Gunnery Team (7),194
Hammerhead Scout Corvette (41),Spinal Armament (9),180
Hammerhead Scout Corvette (41),Task Force Organa (1),945
Hammerhead Scout Corvette (41),Jyn Erso (4),10
Hammerhead Scout Corvette (41),Quad Battery Turrets (5),214
Hammerhead Scout Corvette (41),Slaved Turrets (6),821
Hammerhead Scout Corvette (41),Ruthless Strategists (4),70
Hammerhead Scout Corvette (41),Task Force Antilles (3),611
Hammerhead Scout Corvette (41),Ezra Bridger (3),62
Hammerhead Scout Corvette (41),Toryn Farr (7),14
Hammerhead Scout Corvette (41),Boarding Engineers (2),40
Hammerhead Scout Corvette (41),XX-9 Turbolasers (2),2
Hammerhead Scout Corvette (41),Intel Officer (7),51
Hammerhead Scout Corvette (41),Turbolaser Reroute Circuits (7),94
Hammerhead Scout Corvette (41),Linked Turbolaser Towers (7),190
Hammerhead Scout Corvette (41),Garel's Honor (4),86
Hammerhead Scout Corvette (41),Reserve Hangar Deck (3)!,94
Hammerhead Scout Corvette (41),Chart Officer (2),48
Hammerhead Scout Corvette (41),Boarding Troopers (3),20
Hammerhead Scout Corvette (41),Captain Rex (5),6
Hammerhead Scout Corvette (41),Wedge Antilles (4),5
Hammerhead Scout Corvette (41),Proximity Mines (4),83
Hammerhead Scout Corvette (41),Lando Calrissian (4),10
Hammerhead Scout Corvette (41),Ahsoka Tano (2),23
Hammerhead Scout Corvette (41),Quad Laser Turrets (5),17
Hammerhead Scout Corvette (41),Caitken and Shollan (6),14
Hammerhead Scout Corvette (41),Hondo Ohnaka (2),27
Hammerhead Scout Corvette (41),Expanded Hangar Bay (5),92
Hammerhead Scout Corvette (41),Enhanced Armament (10),24
Hammerhead Scout Corvette (41),Sabine Wren (4),18
Hammerhead Scout Corvette (41),Dual Turbolaser Turrets (5)!,29
Hammerhead Scout Corvette (41),Leia Organa (3),6
Hammerhead Scout Corvette (41),Cham Syndulla (5),8
Hammerhead Scout Corvette (41),Ordnance Experts (4),84
Hammerhead Scout Corvette (41),Reserve Hangar Deck (4),7
Hammerhead Scout Corvette (41),Navigation Officer (6),7
Hammerhead Scout Corvette (41),Flight Controllers (6),97
Hammerhead Scout Corvette (41),Damage Control Officer (5)!,5
Hammerhead Scout Corvette (41),Weapons Battery Techs (5)!,13
Hammerhead Scout Corvette (41),Expert Shield Tech (5),35
Hammerhead Scout Corvette (41),Veteran Gunners (5),41
Hammerhead Scout Corvette (41),Defense Liaison (3),1
Hammerhead Scout Corvette (41),Shriv Suurgav (6)!,8
Hammerhead Scout Corvette (41),General Draven (3),9
Hammerhead Scout Corvette (41),Boosted Comms (4),23
Hammerhead Scout Corvette (41),Skilled First Officer (1),1
Hammerhead Scout Corvette (41),Point-Defense Reroute (5),7
Hammerhead Scout Corvette (41),Major Derlin (7),6
Hammerhead Scout Corvette (41),XX-9 Turbolasers (5)!,13
Hammerhead Scout Corvette (41),Veteran Captain (3)!,5
Hammerhead Scout Corvette (41),Heavy Fire Zone (4)!,10
Hammerhead Scout Corvette (41),Quad Turbolaser Cannons (10),12
Hammerhead Scout Corvette (41),XI7 Turbolasers (6),27
Hammerhead Scout Corvette (41),General Dodonna (20),6
Hammerhead Scout Corvette (41),Adar Tallon (10),20
Hammerhead Scout Corvette (41),Ray Antilles (7),5
Hammerhead Scout Corvette (41),Flight Commander (3),5
Hammerhead Scout Corvette (41),Walex Blissex (5),5
Hammerhead Scout Corvette (41),Sensor Team (5),2
Hammerhead Scout Corvette (41),Weapons Liaison (3),2
Hammerhead Scout Corvette (41),Fire-Control Team (2),9
Hammerhead Scout Corvette (41),Wing Commander (6),1
Hammerhead Scout Corvette (41),Weapons Battery Techs (4),3
Hammerhead Scout Corvette (41),Engineering Captain (6),2
Hammerhead Scout Corvette (41),Shriv Suurgav (6),1
Hammerhead Scout Corvette (41),Flak Guns (3),4
Consular Charger C70 (42),Expert Shield Tech (5),59
Consular Charger C70 (42),Turbolaser Reroute Circuits (7),88
Consular Charger C70 (42),Projection Experts (6),13
Consular Charger C70 (42),Clone Navigation Officer (4),70
Consular Charger C70 (42),Clone Captain Zak (5),117
Consular Charger C70 (42),Swift Return (3),90
Consular Charger C70 (42),Dual Turbolaser Turrets (4),145
Consular Charger C70 (42),Reserve Hangar Deck (4),24
Consular Charger C70 (42),Radiant VII (1),81
Consular Charger C70 (42),Slicer Tools (7),4
Consular Charger C70 (42),Medical Team (1),17
Consular Charger C70 (42),Slaved Turrets (6),49
Consular Charger C70 (42),Spinal Armament (9),43
Consular Charger C70 (42),Auxiliary Shields Team (3),43
Consular Charger C70 (42),Parts Resupply (3),10
Consular Charger C70 (42),Bomber Command Center (8),12
Consular Charger C70 (42),Comms Net (2),30
Consular Charger C70 (42),Enhanced Armament (10),84
Consular Charger C70 (42),Hondo Ohnaka (2),16
Consular Charger C70 (42),XI7 Turbolasers (6),6
Consular Charger C70 (42),Engine Techs (8),37
Consular Charger C70 (42),Rapid Launch Bays (6),2
Consular Charger C70 (42),Linked Turbolaser Towers (7),10
Consular Charger C70 (42),Munitions Resupply (3),24
Consular Charger C70 (42),Clone Captain Silver (4),18
Consular Charger C70 (42),Intel Officer (7),11
Consular Charger C70 (42),Veteran Captain (2),13
Consular Charger C70 (42),XX-9 Turbolasers (2),18
Consular Charger C70 (42),Disposable Capacitors (3),16
Consular Charger C70 (42),Fighter Coordination Team (3),7
Consular Charger C70 (42),Repair Crews (3),1
Consular Charger C70 (42),Swivel-Mount Batteries (8),24
Consular Charger C70 (42),Weapons Liaison (3),2
Consular Charger C70 (42),Nav Team (4),4
Consular Charger C70 (42),Quad Laser Turrets (5),14
Consular Charger C70 (42),Proximity Mines (4),10
Consular Charger C70 (42),Quad Battery Turrets (5),9
Consular Charger C70 (42),Expanded Hangar Bay (5),3
Consular Charger C70 (42),Advanced Transponder Net (5),2
Consular Charger C70 (42),Boosted Comms (4),10
Consular Charger C70 (42),Hyperspace Rings (3),1
Consular Charger C70 (42),Adi GAllia (3),2
Consular Charger C70 (42),Engineering Team (3),7
Consular Charger C70 (42),Barriss Offee (6),1
Consular Charger C70 (42),Heavy Turbolaser Turrets (4),4
Providence Carrier (95),Ray Antilles (7),943
Providence Carrier (95),Toryn Farr (7),220
Providence Carrier (95),Boarding Troopers (3),513
Providence Carrier (95),Ordnance Experts (4),1087
Providence Carrier (95),Expanded Hangar Bay (5),935
Providence Carrier (95),Medical Team (1),107
Providence Carrier (95),Engine Techs (8),1427
Providence Carrier (95),Walex Blissex (5),596
